rank,dataset_index,true_label,predicted_label,cat_similarity,dog_similarity,cat_dog_margin,is_true_cat
2112,4915,dog,dog,0.228398,0.267736,-0.039337,False
2113,8371,bird,bird,0.228381,0.237841,-0.009460,False
2114,4303,dog,dog,0.228378,0.286067,-0.057689,False
2115,889,deer,deer,0.228375,0.247170,-0.018795,False
2116,9589,dog,dog,0.228357,0.255567,-0.027210,False
2117,2219,dog,dog,0.228351,0.280411,-0.052060,False
2118,1283,dog,dog,0.228348,0.290235,-0.061888,False
2119,2635,frog,cat,0.228341,0.242315,-0.013974,False
2120,8912,deer,deer,0.228339,0.237576,-0.009237,False
2121,7481,deer,deer,0.228319,0.267439,-0.039120,False
2122,8943,horse,horse,0.228305,0.267448,-0.039143,False
2123,9385,horse,horse,0.228293,0.250656,-0.022363,False
2124,6421,frog,frog,0.228283,0.256357,-0.028074,False
2125,2586,horse,horse,0.228283,0.231778,-0.003495,False
2126,5553,dog,dog,0.228277,0.275628,-0.047351,False
2127,9786,frog,frog,0.228239,0.231893,-0.003654,False
2128,899,dog,dog,0.228232,0.253319,-0.025087,False
2129,9863,frog,cat,0.228225,0.218938,0.009288,False
2130,5643,dog,dog,0.228220,0.245957,-0.017737,False
2131,8514,horse,horse,0.228197,0.249661,-0.021463,False
2132,3733,bird,bird,0.228194,0.246997,-0.018803,False
2133,5297,frog,frog,0.228142,0.253256,-0.025113,False
2134,9006,frog,frog,0.228142,0.246979,-0.018837,False
2135,1431,deer,deer,0.228139,0.254151,-0.026012,False
2136,834,dog,dog,0.228138,0.296047,-0.067909,False
2137,3047,frog,frog,0.228131,0.234585,-0.006454,False
2138,2519,deer,deer,0.228131,0.264893,-0.036762,False
2139,1028,frog,frog,0.228124,0.239211,-0.011087,False
2140,3880,frog,frog,0.228103,0.250411,-0.022308,False
2141,4075,bird,bird,0.228087,0.243452,-0.015365,False
2142,4044,frog,frog,0.228080,0.246233,-0.018153,False
2143,6282,frog,bird,0.228044,0.245779,-0.017734,False
2144,6152,frog,frog,0.228037,0.233988,-0.005951,False
2145,8979,dog,dog,0.228020,0.277328,-0.049308,False
2146,4146,bird,horse,0.227981,0.248357,-0.020375,False
2147,9462,bird,bird,0.227979,0.235266,-0.007287,False
2148,5789,bird,deer,0.227972,0.249597,-0.021626,False
2149,7338,dog,dog,0.227969,0.283836,-0.055867,False
2150,4734,deer,deer,0.227969,0.249512,-0.021543,False
2151,1289,frog,frog,0.227968,0.230338,-0.002371,False
2152,8340,dog,dog,0.227962,0.283442,-0.055480,False
2153,3774,dog,dog,0.227949,0.278822,-0.050874,False
2154,1858,deer,deer,0.227941,0.249789,-0.021848,False
2155,5369,deer,bird,0.227926,0.247730,-0.019804,False
2156,6617,deer,deer,0.227920,0.258722,-0.030802,False
2157,8487,deer,deer,0.227896,0.247465,-0.019569,False
2158,6908,frog,frog,0.227887,0.235819,-0.007932,False
2159,3491,cat,dog,0.227871,0.241079,-0.013208,True
2160,2105,frog,frog,0.227868,0.236322,-0.008454,False
2161,5924,deer,deer,0.227868,0.262284,-0.034417,False
2162,9738,frog,frog,0.227865,0.232543,-0.004678,False
2163,5742,deer,deer,0.227859,0.248765,-0.020906,False
2164,8300,dog,dog,0.227856,0.281480,-0.053624,False
2165,3334,dog,dog,0.227818,0.283768,-0.055950,False
2166,775,bird,bird,0.227794,0.235837,-0.008042,False
2167,220,horse,horse,0.227790,0.273879,-0.046089,False
2168,9146,dog,dog,0.227748,0.270449,-0.042701,False
2169,681,frog,frog,0.227744,0.236189,-0.008445,False
2170,2353,deer,deer,0.227734,0.239164,-0.011430,False
2171,9765,deer,deer,0.227734,0.262880,-0.035146,False
2172,1962,frog,frog,0.227731,0.241707,-0.013976,False
2173,1308,dog,dog,0.227711,0.284804,-0.057093,False
2174,9707,dog,dog,0.227706,0.272155,-0.044449,False
2175,4696,dog,dog,0.227704,0.278942,-0.051237,False
2176,2001,dog,dog,0.227691,0.278397,-0.050706,False
2177,7025,frog,frog,0.227683,0.228958,-0.001275,False
2178,4814,cat,dog,0.227683,0.245905,-0.018223,True
2179,4892,horse,horse,0.227682,0.275752,-0.048070,False
2180,4541,bird,bird,0.227678,0.244198,-0.016520,False
2181,7408,deer,dog,0.227662,0.235306,-0.007644,False
2182,4203,bird,bird,0.227656,0.218672,0.008984,False
2183,84,bird,dog,0.227652,0.248010,-0.020358,False
2184,5731,frog,frog,0.227650,0.235489,-0.007838,False
2185,6563,frog,frog,0.227611,0.241725,-0.014114,False
2186,5850,frog,frog,0.227602,0.234705,-0.007103,False
2187,7331,dog,dog,0.227600,0.255875,-0.028274,False
2188,5828,dog,dog,0.227563,0.281154,-0.053591,False
2189,8827,bird,bird,0.227548,0.241949,-0.014401,False
2190,8776,dog,dog,0.227546,0.271505,-0.043959,False
2191,4029,deer,deer,0.227531,0.244527,-0.016996,False
2192,3591,frog,frog,0.227522,0.225671,0.001851,False
2193,8273,frog,frog,0.227521,0.228958,-0.001437,False
2194,6475,bird,bird,0.227512,0.250112,-0.022601,False
2195,6813,frog,frog,0.227498,0.228276,-0.000778,False
2196,1046,bird,bird,0.227492,0.236281,-0.008789,False
2197,2151,dog,dog,0.227489,0.245320,-0.017831,False
2198,5149,frog,frog,0.227453,0.228853,-0.001400,False
2199,1836,deer,deer,0.227441,0.248018,-0.020577,False
2200,2783,airplane,bird,0.227423,0.226520,0.000903,False
2201,8570,frog,frog,0.227412,0.238925,-0.011514,False
2202,1326,frog,frog,0.227409,0.237824,-0.010415,False
2203,3775,frog,frog,0.227402,0.234311,-0.006909,False
2204,8740,bird,bird,0.227400,0.238795,-0.011395,False
2205,5976,dog,dog,0.227381,0.265836,-0.038454,False
2206,9750,bird,bird,0.227371,0.241518,-0.014146,False
2207,5334,frog,frog,0.227359,0.241902,-0.014543,False
2208,4487,cat,cat,0.227297,0.221952,0.005345,True
2209,3960,bird,bird,0.227296,0.245544,-0.018248,False
2210,1663,frog,frog,0.227288,0.247676,-0.020388,False
2211,4546,bird,airplane,0.227288,0.239652,-0.012364,False
2212,1974,frog,frog,0.227284,0.235664,-0.008380,False
2213,4926,horse,horse,0.227273,0.252243,-0.024970,False
2214,8030,bird,bird,0.227265,0.231516,-0.004251,False
2215,5745,dog,dog,0.227230,0.274818,-0.047589,False
2216,229,frog,frog,0.227225,0.240355,-0.013130,False
2217,2918,bird,bird,0.227220,0.234612,-0.007392,False
2218,1192,frog,bird,0.227220,0.235253,-0.008033,False
2219,1977,dog,dog,0.227192,0.248497,-0.021305,False
2220,3349,frog,frog,0.227189,0.258961,-0.031772,False
2221,5372,dog,dog,0.227183,0.251591,-0.024408,False
2222,1502,bird,bird,0.227165,0.235346,-0.008182,False
2223,8832,frog,dog,0.227139,0.245421,-0.018282,False
2224,5947,dog,dog,0.227102,0.275925,-0.048823,False
2225,9862,cat,bird,0.227094,0.223330,0.003764,True
2226,7960,airplane,ship,0.227071,0.236077,-0.009006,False
2227,3540,frog,frog,0.227062,0.237066,-0.010004,False
2228,6948,frog,frog,0.227060,0.236999,-0.009939,False
2229,2741,frog,frog,0.227009,0.236743,-0.009734,False
2230,2768,dog,dog,0.226999,0.283362,-0.056363,False
2231,1862,dog,dog,0.226985,0.271071,-0.044086,False
2232,6330,frog,frog,0.226974,0.241572,-0.014597,False
2233,4368,deer,bird,0.226955,0.253748,-0.026793,False
2234,4462,bird,bird,0.226949,0.247825,-0.020876,False
2235,3533,bird,bird,0.226924,0.259865,-0.032941,False
2236,118,bird,bird,0.226894,0.247338,-0.020445,False
2237,6389,dog,dog,0.226893,0.259508,-0.032615,False
2238,8597,dog,dog,0.226877,0.285175,-0.058299,False
2239,7495,horse,horse,0.226876,0.228563,-0.001686,False
2240,1045,dog,dog,0.226871,0.268675,-0.041804,False
2241,2259,dog,dog,0.226862,0.262104,-0.035242,False
2242,2820,frog,deer,0.226857,0.243739,-0.016881,False
2243,1135,frog,frog,0.226842,0.232670,-0.005829,False
2244,8723,dog,horse,0.226838,0.281999,-0.055161,False
2245,9737,dog,dog,0.226834,0.268872,-0.042037,False
2246,2090,bird,bird,0.226826,0.230927,-0.004101,False
2247,7520,deer,deer,0.226786,0.253172,-0.026386,False
2248,7918,deer,deer,0.226759,0.235608,-0.008849,False
2249,1940,dog,dog,0.226752,0.274041,-0.047289,False
2250,1425,deer,deer,0.226738,0.263157,-0.036419,False
2251,2802,frog,frog,0.226723,0.236569,-0.009845,False
2252,1644,bird,cat,0.226719,0.227136,-0.000418,False
2253,8667,deer,deer,0.226708,0.270918,-0.044211,False
2254,8335,horse,dog,0.226699,0.241434,-0.014736,False
2255,6447,deer,deer,0.226698,0.254685,-0.027987,False
2256,3597,frog,frog,0.226683,0.235178,-0.008495,False
2257,2599,frog,frog,0.226682,0.223885,0.002797,False
2258,7735,deer,deer,0.226673,0.233594,-0.006921,False
2259,2827,dog,dog,0.226655,0.276985,-0.050330,False
2260,7562,bird,bird,0.226655,0.222442,0.004213,False
2261,7571,deer,deer,0.226644,0.244756,-0.018112,False
2262,4112,deer,deer,0.226640,0.253423,-0.026783,False
2263,3799,cat,cat,0.226639,0.240287,-0.013648,True
2264,7202,cat,dog,0.226637,0.249992,-0.023354,True
2265,3596,bird,bird,0.226633,0.241926,-0.015292,False
2266,574,frog,frog,0.226632,0.237888,-0.011256,False
2267,5733,cat,cat,0.226619,0.233025,-0.006406,True
2268,2053,frog,frog,0.226590,0.234174,-0.007584,False
2269,1327,frog,frog,0.226585,0.241850,-0.015265,False
2270,6537,dog,dog,0.226572,0.270694,-0.044123,False
2271,6014,dog,dog,0.226564,0.273621,-0.047057,False
2272,2474,frog,frog,0.226544,0.233466,-0.006923,False
2273,1872,dog,dog,0.226531,0.277197,-0.050666,False
2274,3291,dog,dog,0.226516,0.268820,-0.042304,False
2275,9712,dog,dog,0.226506,0.281973,-0.055467,False
2276,3484,deer,deer,0.226486,0.252453,-0.025967,False
2277,2755,dog,deer,0.226480,0.273724,-0.047244,False
2278,7939,bird,bird,0.226459,0.246977,-0.020518,False
2279,4265,frog,frog,0.226438,0.236137,-0.009699,False
2280,7605,bird,bird,0.226403,0.227167,-0.000764,False
2281,9915,bird,bird,0.226401,0.252493,-0.026092,False
2282,2121,frog,frog,0.226393,0.244298,-0.017904,False
2283,7841,frog,frog,0.226391,0.237374,-0.010983,False
2284,536,frog,frog,0.226385,0.243309,-0.016924,False
2285,4610,frog,frog,0.226382,0.239983,-0.013601,False
2286,8728,frog,dog,0.226350,0.283004,-0.056654,False
2287,8167,frog,dog,0.226350,0.235939,-0.009589,False
2288,3977,cat,frog,0.226345,0.232379,-0.006034,True
2289,6671,dog,dog,0.226332,0.275810,-0.049478,False
2290,5035,dog,dog,0.226299,0.279980,-0.053680,False
2291,7474,dog,dog,0.226270,0.272564,-0.046294,False
2292,9212,frog,frog,0.226266,0.239900,-0.013634,False
2293,8784,deer,deer,0.226266,0.253699,-0.027434,False
2294,5106,frog,dog,0.226225,0.260687,-0.034462,False
2295,7726,deer,deer,0.226215,0.265421,-0.039205,False
2296,8613,frog,frog,0.226212,0.221879,0.004333,False
2297,6919,deer,deer,0.226192,0.263989,-0.037797,False
2298,4669,frog,frog,0.226192,0.233881,-0.007689,False
2299,6626,bird,bird,0.226162,0.245866,-0.019704,False
2300,9400,frog,bird,0.226159,0.239235,-0.013076,False
2301,7160,dog,dog,0.226137,0.270403,-0.044266,False
2302,4777,dog,dog,0.226110,0.276688,-0.050578,False
2303,6077,airplane,bird,0.226063,0.236062,-0.009998,False
2304,605,frog,frog,0.226050,0.233716,-0.007666,False
2305,9610,deer,deer,0.226030,0.230331,-0.004302,False
2306,8213,frog,frog,0.226022,0.248830,-0.022807,False
2307,6591,dog,dog,0.225998,0.281551,-0.055553,False
2308,4935,dog,dog,0.225989,0.274335,-0.048346,False
2309,7389,frog,bird,0.225975,0.234488,-0.008513,False
2310,2081,cat,cat,0.225973,0.226827,-0.000854,True
2311,9853,dog,frog,0.225971,0.241075,-0.015104,False
2312,3922,bird,bird,0.225942,0.231158,-0.005216,False
2313,4065,deer,deer,0.225931,0.233106,-0.007175,False
2314,6856,frog,dog,0.225930,0.236952,-0.011022,False
2315,1195,frog,frog,0.225918,0.242899,-0.016981,False
2316,3496,dog,dog,0.225913,0.286293,-0.060380,False
2317,5676,frog,frog,0.225901,0.234658,-0.008756,False
2318,7184,dog,dog,0.225896,0.278960,-0.053064,False
2319,4001,bird,bird,0.225890,0.237449,-0.011559,False
2320,7508,bird,deer,0.225876,0.235283,-0.009407,False
2321,5961,frog,frog,0.225876,0.246549,-0.020674,False
2322,3785,frog,frog,0.225838,0.249725,-0.023887,False
2323,8609,frog,cat,0.225824,0.231957,-0.006133,False
2324,9417,deer,deer,0.225822,0.256848,-0.031026,False
2325,4888,dog,dog,0.225782,0.282979,-0.057196,False
2326,5820,dog,dog,0.225775,0.266790,-0.041016,False
2327,4718,cat,dog,0.225769,0.267961,-0.042192,True
2328,9660,frog,frog,0.225769,0.242241,-0.016472,False
2329,9213,bird,bird,0.225760,0.236069,-0.010310,False
2330,9269,dog,dog,0.225756,0.271515,-0.045759,False
2331,6564,dog,dog,0.225744,0.244792,-0.019047,False
2332,2442,deer,deer,0.225738,0.235631,-0.009894,False
2333,1236,horse,dog,0.225731,0.254655,-0.028924,False
2334,2026,dog,dog,0.225719,0.288131,-0.062412,False
2335,7287,dog,dog,0.225712,0.268776,-0.043064,False
2336,5556,frog,frog,0.225700,0.244053,-0.018353,False
2337,3019,dog,dog,0.225690,0.264250,-0.038560,False
2338,9767,bird,bird,0.225687,0.239363,-0.013676,False
2339,149,bird,bird,0.225684,0.232962,-0.007278,False
2340,873,bird,bird,0.225671,0.244046,-0.018375,False
2341,1217,deer,deer,0.225662,0.240520,-0.014858,False
2342,7325,deer,deer,0.225636,0.247742,-0.022107,False
2343,9033,bird,bird,0.225634,0.234056,-0.008422,False
2344,5878,deer,deer,0.225629,0.241941,-0.016312,False
2345,130,deer,deer,0.225625,0.251203,-0.025579,False
2346,5118,bird,bird,0.225605,0.239661,-0.014057,False
2347,8734,bird,horse,0.225593,0.238647,-0.013054,False
2348,3439,deer,deer,0.225580,0.264175,-0.038596,False
2349,8635,frog,bird,0.225577,0.237321,-0.011744,False
2350,3010,frog,frog,0.225548,0.244638,-0.019090,False
2351,3481,horse,horse,0.225541,0.255987,-0.030446,False
2352,6432,ship,airplane,0.225540,0.243906,-0.018365,False
2353,963,frog,frog,0.225535,0.235566,-0.010031,False
2354,9441,deer,deer,0.225532,0.248550,-0.023018,False
2355,300,frog,frog,0.225529,0.239168,-0.013638,False
2356,833,bird,bird,0.225523,0.248669,-0.023146,False
2357,5751,deer,deer,0.225498,0.251990,-0.026491,False
2358,8348,frog,frog,0.225497,0.233643,-0.008146,False
2359,1364,deer,deer,0.225496,0.251594,-0.026098,False
2360,793,deer,horse,0.225475,0.261286,-0.035811,False
2361,6204,deer,deer,0.225452,0.247983,-0.022531,False
2362,828,dog,dog,0.225446,0.263343,-0.037898,False
2363,832,bird,bird,0.225435,0.229722,-0.004287,False
2364,1368,cat,dog,0.225407,0.245078,-0.019670,True
2365,9641,frog,frog,0.225407,0.235279,-0.009872,False
2366,761,frog,frog,0.225406,0.244273,-0.018867,False
2367,1436,frog,frog,0.225402,0.241771,-0.016370,False
2368,4693,deer,deer,0.225395,0.242738,-0.017343,False
2369,4048,dog,dog,0.225388,0.278147,-0.052759,False
2370,2856,bird,bird,0.225377,0.234279,-0.008903,False
2371,329,frog,bird,0.225373,0.223343,0.002030,False
2372,9690,deer,deer,0.225350,0.263273,-0.037923,False
2373,6360,bird,bird,0.225350,0.251530,-0.026181,False
2374,866,cat,frog,0.225348,0.229698,-0.004350,True
2375,9735,frog,frog,0.225344,0.240191,-0.014847,False
2376,3830,dog,dog,0.225336,0.274460,-0.049124,False
2377,2408,bird,bird,0.225332,0.238764,-0.013432,False
2378,1986,deer,dog,0.225332,0.265820,-0.040488,False
2379,3952,deer,deer,0.225332,0.242147,-0.016815,False
2380,5384,frog,frog,0.225318,0.238160,-0.012841,False
2381,1095,bird,bird,0.225281,0.234005,-0.008724,False
2382,1870,bird,bird,0.225256,0.218555,0.006701,False
2383,6624,deer,deer,0.225254,0.230963,-0.005709,False
2384,1720,deer,deer,0.225252,0.239551,-0.014299,False
2385,6315,frog,frog,0.225245,0.246010,-0.020765,False
2386,3306,dog,horse,0.225235,0.258613,-0.033378,False
2387,497,bird,bird,0.225226,0.249002,-0.023776,False
2388,2735,bird,bird,0.225216,0.231159,-0.005943,False
2389,564,bird,bird,0.225214,0.240581,-0.015367,False
2390,7342,horse,dog,0.225213,0.275577,-0.050364,False
2391,4220,deer,dog,0.225204,0.258161,-0.032957,False
2392,6171,deer,deer,0.225184,0.247659,-0.022475,False
2393,5709,bird,bird,0.225175,0.234911,-0.009736,False
2394,5156,dog,dog,0.225171,0.262022,-0.036851,False
2395,3310,frog,frog,0.225155,0.237784,-0.012629,False
2396,7998,bird,bird,0.225146,0.226895,-0.001750,False
2397,6924,dog,dog,0.225145,0.265224,-0.040079,False
2398,6683,dog,dog,0.225144,0.275903,-0.050759,False
2399,8724,frog,dog,0.225126,0.243026,-0.017900,False
2400,4188,frog,frog,0.225122,0.235531,-0.010410,False
2401,6665,deer,deer,0.225110,0.259893,-0.034783,False
2402,1971,deer,horse,0.225106,0.240347,-0.015241,False
2403,2384,dog,dog,0.225098,0.267580,-0.042482,False
2404,5267,frog,frog,0.225086,0.237210,-0.012124,False
2405,5504,dog,dog,0.225084,0.287919,-0.062835,False
2406,1722,frog,frog,0.225078,0.240236,-0.015159,False
2407,7159,frog,frog,0.225074,0.241401,-0.016327,False
2408,8070,dog,dog,0.225044,0.272990,-0.047945,False
2409,850,horse,horse,0.225025,0.251645,-0.026620,False
2410,405,deer,deer,0.225014,0.247891,-0.022877,False
2411,2903,bird,dog,0.224994,0.236733,-0.011739,False
2412,5119,dog,dog,0.224988,0.270478,-0.045490,False
2413,549,dog,dog,0.224987,0.240569,-0.015582,False
2414,8142,horse,cat,0.224974,0.235559,-0.010585,False
2415,3159,bird,bird,0.224969,0.252096,-0.027127,False
2416,2730,frog,frog,0.224960,0.230569,-0.005610,False
2417,1092,frog,frog,0.224957,0.235019,-0.010062,False
2418,9092,frog,frog,0.224944,0.241088,-0.016144,False
2419,334,frog,frog,0.224928,0.236749,-0.011821,False
2420,2201,dog,dog,0.224901,0.278235,-0.053334,False
2421,2573,dog,dog,0.224887,0.285743,-0.060856,False
2422,8692,dog,dog,0.224869,0.268518,-0.043649,False
2423,3532,dog,dog,0.224862,0.268490,-0.043628,False
2424,5053,horse,horse,0.224862,0.236525,-0.011663,False
2425,2494,dog,deer,0.224857,0.236350,-0.011493,False
2426,8422,bird,bird,0.224855,0.257342,-0.032487,False
2427,5420,frog,frog,0.224843,0.232092,-0.007249,False
2428,5659,bird,bird,0.224823,0.234988,-0.010165,False
2429,1391,horse,horse,0.224822,0.254334,-0.029512,False
2430,2835,deer,deer,0.224819,0.240685,-0.015865,False
2431,4472,deer,deer,0.224813,0.251636,-0.026823,False
2432,7669,horse,horse,0.224811,0.252740,-0.027929,False
2433,3968,ship,ship,0.224778,0.250760,-0.025982,False
2434,8247,frog,frog,0.224757,0.235481,-0.010725,False
2435,3524,dog,deer,0.224755,0.254734,-0.029979,False
2436,8205,bird,horse,0.224749,0.237685,-0.012936,False
2437,156,bird,bird,0.224737,0.222950,0.001787,False
2438,1325,bird,deer,0.224730,0.250965,-0.026235,False
2439,7757,frog,frog,0.224728,0.233665,-0.008936,False
2440,3945,dog,dog,0.224713,0.267824,-0.043110,False
2441,1931,frog,frog,0.224711,0.233427,-0.008717,False
2442,5680,bird,bird,0.224695,0.253829,-0.029134,False
2443,395,frog,frog,0.224676,0.244545,-0.019870,False
2444,2933,deer,deer,0.224662,0.246356,-0.021693,False
2445,8973,dog,dog,0.224656,0.270158,-0.045502,False
2446,463,deer,deer,0.224643,0.260012,-0.035369,False
2447,6562,dog,ship,0.224639,0.240656,-0.016016,False
2448,8448,deer,deer,0.224615,0.234664,-0.010049,False
2449,5265,bird,bird,0.224592,0.237990,-0.013398,False
2450,7427,bird,bird,0.224592,0.231457,-0.006865,False
2451,4564,deer,deer,0.224550,0.236030,-0.011480,False
2452,9741,dog,dog,0.224533,0.271958,-0.047425,False
2453,9842,frog,deer,0.224530,0.241020,-0.016490,False
2454,3376,dog,dog,0.224529,0.277312,-0.052784,False
2455,514,dog,dog,0.224526,0.259854,-0.035327,False
2456,3309,deer,horse,0.224526,0.253735,-0.029209,False
2457,1638,deer,deer,0.224515,0.244291,-0.019776,False
2458,3563,frog,frog,0.224508,0.242516,-0.018008,False
2459,8196,cat,cat,0.224493,0.230297,-0.005803,True
2460,3615,frog,bird,0.224492,0.235454,-0.010962,False
2461,6121,bird,bird,0.224477,0.238768,-0.014291,False
2462,1087,frog,frog,0.224477,0.234841,-0.010363,False
2463,7606,frog,frog,0.224465,0.229220,-0.004756,False
2464,7356,airplane,bird,0.224457,0.227781,-0.003324,False
2465,59,frog,dog,0.224452,0.243099,-0.018647,False
2466,8209,bird,bird,0.224447,0.226597,-0.002151,False
2467,2428,frog,cat,0.224445,0.230161,-0.005715,False
2468,2664,deer,deer,0.224442,0.256290,-0.031849,False
2469,6559,bird,deer,0.224422,0.260016,-0.035594,False
2470,7845,bird,bird,0.224416,0.243770,-0.019354,False
2471,7959,dog,dog,0.224411,0.277614,-0.053203,False
2472,3271,dog,dog,0.224408,0.286686,-0.062278,False
2473,7314,cat,dog,0.224405,0.237965,-0.013560,True
2474,1214,dog,dog,0.224405,0.274142,-0.049737,False
2475,158,dog,dog,0.224398,0.255804,-0.031405,False
2476,2187,dog,cat,0.224384,0.225843,-0.001459,False
2477,8836,deer,deer,0.224379,0.257911,-0.033532,False
2478,6276,horse,horse,0.224377,0.234016,-0.009639,False
2479,5883,frog,frog,0.224373,0.234281,-0.009907,False
2480,9392,airplane,airplane,0.224368,0.238482,-0.014114,False
2481,8618,dog,dog,0.224352,0.287019,-0.062668,False
2482,393,bird,bird,0.224344,0.233265,-0.008920,False
2483,6746,bird,horse,0.224332,0.244078,-0.019746,False
2484,7057,frog,frog,0.224329,0.231197,-0.006868,False
2485,7556,bird,bird,0.224326,0.244243,-0.019916,False
2486,1483,frog,frog,0.224317,0.239603,-0.015286,False
2487,4873,bird,bird,0.224316,0.239579,-0.015262,False
2488,4366,bird,bird,0.224315,0.239521,-0.015207,False
2489,4294,airplane,bird,0.224305,0.227258,-0.002953,False
2490,3255,dog,dog,0.224300,0.269196,-0.044896,False
2491,3566,horse,horse,0.224300,0.234900,-0.010600,False
2492,776,bird,bird,0.224291,0.254224,-0.029933,False
2493,5673,dog,horse,0.224288,0.263589,-0.039301,False
2494,6857,bird,bird,0.224286,0.247897,-0.023610,False
2495,4381,horse,horse,0.224283,0.237882,-0.013599,False
2496,1944,deer,horse,0.224282,0.248471,-0.024190,False
2497,4956,dog,dog,0.224275,0.279915,-0.055640,False
2498,7833,ship,ship,0.224273,0.248058,-0.023785,False
2499,8794,dog,dog,0.224258,0.296511,-0.072254,False
2500,380,frog,frog,0.224256,0.227857,-0.003601,False
2501,3275,dog,dog,0.224252,0.239833,-0.015581,False
2502,5761,frog,frog,0.224242,0.240087,-0.015846,False
2503,8715,bird,bird,0.224239,0.222118,0.002120,False
2504,974,horse,horse,0.224235,0.242760,-0.018525,False
2505,936,bird,bird,0.224233,0.244883,-0.020650,False
2506,1650,dog,dog,0.224231,0.283591,-0.059360,False
2507,3286,frog,dog,0.224226,0.242982,-0.018755,False
2508,2550,deer,deer,0.224224,0.246628,-0.022404,False
2509,9341,bird,bird,0.224208,0.247748,-0.023540,False
2510,9337,dog,dog,0.224207,0.284236,-0.060029,False
2511,3815,bird,horse,0.224206,0.254589,-0.030383,False
2512,7722,horse,horse,0.224204,0.231924,-0.007721,False
2513,5312,dog,dog,0.224199,0.276360,-0.052161,False
2514,747,frog,frog,0.224189,0.234111,-0.009922,False
2515,3124,frog,frog,0.224187,0.235264,-0.011077,False
2516,1578,frog,frog,0.224187,0.234896,-0.010709,False
2517,9036,deer,horse,0.224180,0.257582,-0.033402,False
2518,8800,airplane,bird,0.224171,0.228787,-0.004615,False
2519,9406,dog,dog,0.224162,0.289992,-0.065829,False
2520,30,frog,bird,0.224160,0.230525,-0.006365,False
2521,2734,horse,horse,0.224154,0.246750,-0.022596,False
2522,5232,cat,bird,0.224149,0.232669,-0.008521,True
2523,5929,horse,horse,0.224141,0.240906,-0.016765,False
2524,1393,deer,deer,0.224124,0.244342,-0.020219,False
2525,6214,dog,dog,0.224120,0.270441,-0.046321,False
2526,3840,frog,frog,0.224101,0.236795,-0.012694,False
2527,6335,bird,bird,0.224088,0.231128,-0.007040,False
2528,5632,cat,dog,0.224084,0.253218,-0.029134,True
2529,9798,dog,dog,0.224083,0.282504,-0.058421,False
2530,6800,frog,frog,0.224076,0.235504,-0.011428,False
2531,6268,dog,dog,0.224072,0.282100,-0.058028,False
2532,9861,frog,frog,0.224057,0.241561,-0.017504,False
2533,3697,deer,horse,0.224054,0.229815,-0.005761,False
2534,6845,bird,deer,0.224052,0.242985,-0.018933,False
2535,8619,dog,dog,0.224052,0.275763,-0.051711,False
2536,7301,frog,frog,0.224051,0.237973,-0.013922,False
2537,8817,deer,deer,0.224051,0.239636,-0.015585,False
2538,9107,dog,dog,0.224049,0.267127,-0.043079,False
2539,7019,bird,bird,0.224020,0.239737,-0.015717,False
2540,5736,truck,truck,0.224005,0.239915,-0.015910,False
2541,7080,dog,dog,0.223996,0.265020,-0.041025,False
2542,3199,frog,frog,0.223990,0.229225,-0.005235,False
2543,4438,bird,bird,0.223988,0.240742,-0.016754,False
2544,6965,frog,cat,0.223974,0.234246,-0.010272,False
2545,4406,dog,dog,0.223970,0.267350,-0.043380,False
2546,3088,frog,frog,0.223941,0.237995,-0.014053,False
2547,9525,bird,bird,0.223922,0.232688,-0.008766,False
2548,4743,frog,dog,0.223921,0.239139,-0.015217,False
2549,9139,deer,deer,0.223913,0.255199,-0.031286,False
2550,3610,dog,dog,0.223903,0.265740,-0.041837,False
2551,7397,deer,deer,0.223892,0.240947,-0.017055,False
2552,616,frog,frog,0.223890,0.232811,-0.008921,False
2553,8657,frog,dog,0.223888,0.234993,-0.011105,False
2554,160,bird,bird,0.223888,0.236424,-0.012536,False
2555,2797,frog,frog,0.223882,0.236867,-0.012985,False
2556,2611,deer,deer,0.223865,0.241356,-0.017491,False
2557,1345,deer,deer,0.223864,0.257649,-0.033784,False
2558,6264,frog,frog,0.223863,0.227587,-0.003724,False
2559,4210,cat,dog,0.223854,0.242667,-0.018813,True
2560,8920,frog,bird,0.223852,0.223894,-0.000042,False
2561,5179,dog,dog,0.223850,0.266767,-0.042917,False
2562,6715,bird,bird,0.223839,0.240858,-0.017019,False
2563,8410,dog,dog,0.223829,0.266377,-0.042548,False
2564,4989,frog,frog,0.223826,0.227280,-0.003455,False
2565,1547,bird,bird,0.223825,0.236333,-0.012507,False
2566,1939,frog,frog,0.223824,0.246384,-0.022560,False
2567,5750,frog,frog,0.223822,0.239024,-0.015203,False
2568,4398,deer,horse,0.223821,0.249884,-0.026064,False
2569,4484,deer,deer,0.223807,0.236692,-0.012885,False
2570,6012,deer,deer,0.223799,0.241733,-0.017934,False
2571,6549,airplane,airplane,0.223793,0.243754,-0.019961,False
2572,186,frog,frog,0.223785,0.233878,-0.010093,False
2573,7614,deer,deer,0.223768,0.249130,-0.025362,False
2574,9138,dog,dog,0.223767,0.279117,-0.055350,False
2575,3707,frog,frog,0.223767,0.237521,-0.013754,False
2576,9156,frog,frog,0.223762,0.238768,-0.015006,False
2577,4749,bird,bird,0.223756,0.244750,-0.020994,False
